Date,Open,Low,High,Close,Volume,Amount
2009-11-09 00:00:00,100.010,100.000,100.300,100.300,202320,20262450.00
2009-11-10 00:00:00,100.200,100.010,100.300,100.300,300530,30143010.00
2009-11-11 00:00:00,100.300,100.300,100.300,100.300,100,10030.00
2009-11-12 00:00:00,100.350,100.350,100.500,100.500,398461,40020460.00
2009-11-18 00:00:00,100.160,100.150,100.320,100.320,140,14028.00
2009-11-20 00:00:00,100.200,100.200,105.000,105.000,320,32496.00
2009-11-26 00:00:00,100.510,100.480,100.510,100.490,90,9044.00
2009-11-27 00:00:00,100.300,100.300,100.300,100.300,100,10030.00
2009-12-07 00:00:00,100.320,100.320,100.350,100.350,330,33114.00
2009-12-11 00:00:00,101.000,101.000,101.000,101.000,30,3030.00
2009-12-15 00:00:00,100.260,100.260,100.260,100.260,300,30078.00
2009-12-22 00:00:00,100.400,100.400,100.400,100.400,250000,25100000.00
2009-12-23 00:00:00,100.420,100.420,100.420,100.420,50,5021.00
2009-12-28 00:00:00,100.400,100.400,100.400,100.400,250000,25100000.00
2009-12-29 00:00:00,97.000,97.000,100.000,100.000,380,37403.00
2010-01-05 00:00:00,100.260,100.260,100.260,100.260,100,10026.00
2010-01-28 00:00:00,100.260,100.260,100.260,100.260,50,5013.00
2010-02-05 00:00:00,100.000,100.000,100.000,100.000,24000,2400000.00
2010-02-08 00:00:00,100.000,100.000,100.800,100.800,24100,2410080.00
2010-03-04 00:00:00,100.800,100.800,100.800,100.800,110000,11088000.00
2010-03-08 00:00:00,100.800,100.800,100.800,100.800,110000,11088000.00
2010-03-17 00:00:00,102.000,102.000,102.000,102.000,40,4080.00
2010-03-31 00:00:00,102.000,102.000,102.000,102.000,200,20400.00
2010-04-06 00:00:00,102.000,102.000,102.000,102.000,100,10200.00
2010-05-13 00:00:00,103.400,103.400,103.400,103.400,109900,11363660.00
2010-05-17 00:00:00,102.000,102.000,103.400,103.400,209900,21563660.00
2010-05-19 00:00:00,103.400,103.400,103.400,103.400,50,5170.00
2010-05-20 00:00:00,102.000,102.000,102.000,102.000,100000,10200000.00
2010-07-21 00:00:00,105.860,105.860,105.860,105.860,800000,84688000.00
2010-08-24 00:00:00,105.860,102.060,112.000,111.880,210,22456.00
2010-10-12 00:00:00,111.880,111.850,111.880,111.850,1100,123039.00
2010-10-13 00:00:00,111.870,111.870,111.870,111.870,10,1118.00
2010-10-14 00:00:00,111.870,111.870,111.870,111.870,50,5593.00
2010-10-19 00:00:00,102.050,102.050,102.050,102.050,10,1020.00
2010-10-22 00:00:00,102.050,102.050,102.050,102.050,110,11225.00
2010-10-26 00:00:00,102.050,102.050,102.050,102.050,91,9286.00
2010-10-28 00:00:00,102.050,102.050,102.050,102.050,10,1020.00
2010-11-01 00:00:00,102.800,102.800,102.800,102.800,890,91492.00
2010-12-16 00:00:00,102.050,102.050,102.050,102.050,10,1020.00
