Date,Open,Low,High,Close,Volume,Amount
2005-08-12 00:00:00,102.120,101.570,102.950,102.870,17252,17638000.00
2005-08-15 00:00:00,102.800,102.800,103.300,103.300,8365,8621000.00
2005-08-16 00:00:00,103.300,103.200,103.500,103.490,2623,2712000.00
2005-08-17 00:00:00,103.500,103.500,103.700,103.540,1337,1384000.00
2005-08-18 00:00:00,103.470,103.400,103.700,103.600,5491,5690000.00
2005-08-19 00:00:00,103.500,103.250,103.500,103.450,496,512000.00
2005-08-22 00:00:00,103.450,103.450,103.720,103.720,1358,1407000.00
2005-08-23 00:00:00,103.720,103.720,103.790,103.730,559,579000.00
2005-08-24 00:00:00,103.600,103.600,104.030,104.030,961,997000.00
2005-08-25 00:00:00,130.710,103.680,130.710,104.220,819,879000.00
2005-08-26 00:00:00,104.250,104.000,104.320,104.100,833,868000.00
2005-08-29 00:00:00,104.120,104.110,104.350,104.340,548,571000.00
2005-08-30 00:00:00,104.400,104.120,104.400,104.340,568,592000.00
2005-08-31 00:00:00,104.150,104.000,104.200,104.090,749,779000.00
2005-09-01 00:00:00,104.010,103.980,104.160,104.160,185,192000.00
2005-09-02 00:00:00,104.030,104.000,104.180,104.150,3712,3865000.00
2005-09-05 00:00:00,103.810,103.810,104.100,104.000,480,499000.00
2005-09-06 00:00:00,103.910,103.650,103.990,103.850,322,334000.00
2005-09-07 00:00:00,103.850,103.780,104.000,103.960,542,562000.00
2005-09-08 00:00:00,103.990,103.950,104.090,104.080,418,434000.00
2005-09-09 00:00:00,103.930,103.900,104.050,104.050,73,75000.00
2005-09-12 00:00:00,104.050,104.050,104.380,104.290,2941,3066000.00
2005-09-13 00:00:00,104.300,104.300,104.600,104.560,1579,1649000.00
2005-09-14 00:00:00,104.510,104.510,104.580,104.580,225,235000.00
2005-09-15 00:00:00,104.590,104.420,104.650,104.650,387,404000.00
2005-09-16 00:00:00,104.700,104.500,104.700,104.570,255,266000.00
2005-09-19 00:00:00,104.600,104.400,104.600,104.530,179,187000.00
2005-09-20 00:00:00,104.600,104.530,104.600,104.530,137,143000.00
2005-09-21 00:00:00,104.550,104.530,104.600,104.600,568,593000.00
2005-09-22 00:00:00,104.560,104.560,104.600,104.600,481,503000.00
2005-09-23 00:00:00,104.560,104.560,104.700,104.590,445,465000.00
2005-09-26 00:00:00,104.620,104.600,104.650,104.600,172,179000.00
2005-09-27 00:00:00,104.650,104.650,104.850,104.840,334,349000.00
2005-09-28 00:00:00,104.610,104.600,104.850,104.840,209,218000.00
2005-09-29 00:00:00,104.950,104.830,105.000,104.990,337,353000.00
2005-09-30 00:00:00,105.000,104.900,105.050,105.050,389,408000.00
2005-10-10 00:00:00,104.650,104.630,105.130,105.080,172,180000.00
2005-10-11 00:00:00,105.140,105.130,105.150,105.150,450,473000.00
