Date,Open,Low,High,Close,Volume,Amount
2015-07-31 00:00:00,1.099,1.040,1.099,1.098,59827,6454937.00
2015-08-03 00:00:00,1.080,1.025,1.100,1.030,12771,1355425.00
2015-08-04 00:00:00,1.050,1.012,1.063,1.060,56738,5935319.00
2015-08-05 00:00:00,1.060,1.019,1.060,1.032,39906,4115229.00
2015-08-06 00:00:00,1.028,1.001,1.035,1.033,35043,3585930.00
2015-08-07 00:00:00,1.028,1.027,1.058,1.051,50363,5242532.00
2015-08-10 00:00:00,1.061,1.061,1.149,1.147,76747,8519978.00
2015-08-11 00:00:00,1.135,1.090,1.136,1.094,62403,6904312.00
2015-08-12 00:00:00,1.085,1.068,1.203,1.076,100151,10876580.00
2015-08-13 00:00:00,1.077,1.050,1.119,1.101,31846,3462200.00
2015-08-14 00:00:00,1.128,1.072,1.128,1.097,36074,3983159.00
2015-08-17 00:00:00,1.095,1.045,1.095,1.080,34334,3655745.00
2015-08-18 00:00:00,1.060,0.972,1.087,0.987,28779,2932454.00
2015-08-19 00:00:00,0.970,0.890,1.018,0.993,22010,2059565.00
2015-08-20 00:00:00,0.990,0.912,1.008,0.972,15643,1532706.00
2015-08-21 00:00:00,0.968,0.888,0.969,0.888,8157,747050.00
2015-08-24 00:00:00,0.859,0.799,0.859,0.799,3195,256951.00
2015-08-25 00:00:00,0.719,0.719,0.765,0.719,8712,631494.00
2015-08-26 00:00:00,0.647,0.647,0.698,0.647,19563,1280513.00
2015-08-27 00:00:00,0.582,0.582,0.643,0.582,15263,890626.00
2015-08-28 00:00:00,0.582,0.538,0.640,0.628,28340,1668773.00
2015-08-31 00:00:00,0.610,0.569,0.632,0.570,16781,991338.00
2015-09-01 00:00:00,0.531,0.513,0.568,0.513,7392,383402.00
2015-09-02 00:00:00,0.463,0.462,0.500,0.462,12447,583844.00
2015-09-07 00:00:00,0.462,0.441,0.499,0.458,14373,678629.00
2015-09-08 00:00:00,0.459,0.421,0.504,0.504,23687,1127468.00
2015-09-09 00:00:00,0.550,0.521,0.554,0.554,27501,1506711.00
2015-09-10 00:00:00,0.570,0.541,0.605,0.586,14567,854203.00
2015-09-11 00:00:00,0.578,0.560,0.598,0.579,12107,700561.00
2015-09-14 00:00:00,0.591,0.521,0.591,0.521,10983,592383.00
2015-09-15 00:00:00,0.469,0.469,0.493,0.469,6615,314087.00
2015-09-16 00:00:00,0.432,0.423,0.516,0.516,9162,429270.00
2015-09-17 00:00:00,0.490,0.470,0.547,0.512,10847,554555.00
2015-09-18 00:00:00,0.512,0.484,0.527,0.511,6505,330570.00
2015-09-21 00:00:00,0.472,0.472,0.562,0.562,10148,549630.00
2015-09-22 00:00:00,0.605,0.605,0.618,0.618,13174,810542.00
2015-09-23 00:00:00,0.590,0.590,0.646,0.617,17560,1091538.00
2015-09-24 00:00:00,0.620,0.600,0.679,0.639,10983,696842.00
2015-09-25 00:00:00,0.639,0.575,0.659,0.601,13523,821240.00
2015-09-28 00:00:00,0.602,0.576,0.661,0.660,13482,827203.00
2015-09-29 00:00:00,0.650,0.628,0.659,0.644,9163,587589.00
2015-09-30 00:00:00,0.647,0.620,0.670,0.660,8674,567612.00
2015-10-08 00:00:00,0.726,0.660,0.726,0.726,18779,1355970.00
2015-10-09 00:00:00,0.726,0.700,0.728,0.727,22800,1620713.00
2015-10-12 00:00:00,0.727,0.713,0.800,0.800,24938,1938336.00
2015-10-13 00:00:00,0.798,0.760,0.820,0.815,13253,1066080.00
2015-10-14 00:00:00,0.790,0.780,0.820,0.780,12362,987614.00
2015-10-15 00:00:00,0.773,0.764,0.846,0.839,21236,1719303.00
2015-10-16 00:00:00,0.841,0.822,0.896,0.883,24184,2067878.00
2015-10-19 00:00:00,0.873,0.842,0.920,0.865,18202,1582484.00
2015-10-20 00:00:00,0.845,0.845,0.903,0.880,9964,869845.00
2015-10-21 00:00:00,0.880,0.866,0.968,0.916,22986,2119900.00
2015-10-22 00:00:00,0.841,0.841,1.008,1.008,31889,3104651.00
2015-10-23 00:00:00,1.109,1.108,1.109,1.109,34672,3845064.00
2015-10-26 00:00:00,1.050,0.998,1.200,0.998,269643,27580450.00
2015-10-27 00:00:00,0.927,0.898,0.997,0.952,812636,75964230.00
2015-10-28 00:00:00,0.939,0.857,0.948,0.868,477025,43767270.00
2015-10-29 00:00:00,0.875,0.859,0.898,0.869,255856,22504660.00
2015-10-30 00:00:00,0.890,0.831,0.894,0.837,216051,18512490.00
